v4_3,Data Marking,CV,CI+/-,calendar-years,Time,administrative-geography,Geography,sexual-orientation,SexualOrientation,unit-of-measure,UnitOfMeasure
0.4,,d,0.2,2014,2014,E12000003,Yorkshire and The Humber,other,Other,percentage,Percentage
1.3,,c,0.4,2018,2018,E12000003,Yorkshire and The Humber,gay-or-lesbian,Gay or lesbian,percentage,Percentage
17,,c,6,2015,2015,E12000003,Yorkshire and The Humber,other,Other,number,Number
4090,,a,26,2016,2016,E12000003,Yorkshire and The Humber,heterosexual-or-straight,Heterosexual or straight,number,Number
133,,b,17,2016,2016,E12000003,Yorkshire and The Humber,dont-know-or-refuse,Don't know or refuse,number,Number
45,,c,11,2018,2018,E12000003,Yorkshire and The Humber,bisexual,Bisexual,number,Number
20,,c,6,2018,2018,E12000003,Yorkshire and The Humber,other,Other,number,Number
144,,b,25,2019,2019,E12000003,Yorkshire and The Humber,dont-know-or-refuse,Don't know or refuse,number,Number
4077,,a,40,2020,2020,E12000003,Yorkshire and The Humber,heterosexual-or-straight,Heterosexual or straight,number,Number
0.4,,d,0.2,2020,2020,E12000003,Yorkshire and The Humber,other,Other,percentage,Percentage
3.1,,b,0.4,2016,2016,E12000003,Yorkshire and The Humber,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
,x,x,x,2013,2013,E12000003,Yorkshire and The Humber,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
1,,c,0.3,2018,2018,E12000003,Yorkshire and The Humber,bisexual,Bisexual,percentage,Percentage
0.5,,c,0.1,2018,2018,E12000003,Yorkshire and The Humber,other,Other,percentage,Percentage
53,,c,13,2019,2019,E12000003,Yorkshire and The Humber,gay-or-lesbian,Gay or lesbian,number,Number
,x,x,x,2013,2013,E12000003,Yorkshire and The Humber,bisexual,Bisexual,percentage,Percentage
3.3,,b,0.6,2019,2019,E12000003,Yorkshire and The Humber,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
1.1,,c,0.3,2020,2020,E12000003,Yorkshire and The Humber,bisexual,Bisexual,percentage,Percentage
4113,,a,31,2019,2019,E12000003,Yorkshire and The Humber,heterosexual-or-straight,Heterosexual or straight,number,Number
47,,c,13,2019,2019,E12000003,Yorkshire and The Humber,bisexual,Bisexual,number,Number
20,,c,6,2019,2019,E12000003,Yorkshire and The Humber,other,Other,number,Number
169,,b,26,2020,2020,E12000003,Yorkshire and The Humber,dont-know-or-refuse,Don't know or refuse,number,Number
73,,c,23,2020,2020,E12000003,Yorkshire and The Humber,gay-or-lesbian,Gay or lesbian,number,Number
,x,x,x,2012,2012,E12000003,Yorkshire and The Humber,gay-or-lesbian,Gay or lesbian,percentage,Percentage
,x,x,x,2013,2013,E12000003,Yorkshire and The Humber,gay-or-lesbian,Gay or lesbian,percentage,Percentage
,x,x,x,2013,2013,E12000003,Yorkshire and The Humber,other,Other,number,Number
48,,c,12,2015,2015,E12000003,Yorkshire and The Humber,gay-or-lesbian,Gay or lesbian,number,Number
2.7,,b,0.4,2015,2015,E12000003,Yorkshire and The Humber,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
,x,x,x,2012,2012,E12000003,Yorkshire and The Humber,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
0.5,,c,0.2,2014,2014,E12000003,Yorkshire and The Humber,bisexual,Bisexual,percentage,Percentage
3.9,,b,0.6,2020,2020,E12000003,Yorkshire and The Humber,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
41,,d,18,2016,2016,E12000003,Yorkshire and The Humber,bisexual,Bisexual,number,Number
17,,d,8,2020,2020,E12000003,Yorkshire and The Humber,other,Other,number,Number
,x,x,x,2012,2012,E12000003,Yorkshire and The Humber,bisexual,Bisexual,percentage,Percentage
,x,x,x,2012,2012,E12000003,Yorkshire and The Humber,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
1,,c,0.2,2017,2017,E12000003,Yorkshire and The Humber,gay-or-lesbian,Gay or lesbian,percentage,Percentage
1.2,,c,0.3,2019,2019,E12000003,Yorkshire and The Humber,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.4,,c,0.1,2019,2019,E12000003,Yorkshire and The Humber,other,Other,percentage,Percentage
,x,x,x,2012,2012,E12000003,Yorkshire and The Humber,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2013,2013,E12000003,Yorkshire and The Humber,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2013,2013,E12000003,Yorkshire and The Humber,gay-or-lesbian,Gay or lesbian,number,Number
,x,x,x,2013,2013,E12000003,Yorkshire and The Humber,bisexual,Bisexual,number,Number
,x,x,x,2013,2013,E12000003,Yorkshire and The Humber,dont-know-or-refuse,Don't know or refuse,number,Number
,x,x,x,2012,2012,E12000003,Yorkshire and The Humber,other,Other,percentage,Percentage
4077,,a,22,2014,2014,E12000003,Yorkshire and The Humber,heterosexual-or-straight,Heterosexual or straight,number,Number
42,,c,11,2017,2017,E12000003,Yorkshire and The Humber,gay-or-lesbian,Gay or lesbian,number,Number
1.7,,c,0.5,2020,2020,E12000003,Yorkshire and The Humber,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.9,,c,0.2,2017,2017,E12000003,Yorkshire and The Humber,bisexual,Bisexual,percentage,Percentage
1.1,,c,0.3,2015,2015,E12000003,Yorkshire and The Humber,gay-or-lesbian,Gay or lesbian,percentage,Percentage
41,,c,11,2017,2017,E12000003,Yorkshire and The Humber,bisexual,Bisexual,number,Number
0.7,,c,0.2,2015,2015,E12000003,Yorkshire and The Humber,bisexual,Bisexual,percentage,Percentage
143,,b,19,2017,2017,E12000003,Yorkshire and The Humber,dont-know-or-refuse,Don't know or refuse,number,Number
4106,,a,29,2018,2018,E12000003,Yorkshire and The Humber,heterosexual-or-straight,Heterosexual or straight,number,Number
135,,b,19,2018,2018,E12000003,Yorkshire and The Humber,dont-know-or-refuse,Don't know or refuse,number,Number
1,,d,0.4,2016,2016,E12000003,Yorkshire and The Humber,bisexual,Bisexual,percentage,Percentage
94,,a,0.7,2019,2019,E12000003,Yorkshire and The Humber,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
94.3,,a,0.6,2017,2017,E12000003,Yorkshire and The Humber,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
,x,x,x,2012,2012,E12000003,Yorkshire and The Humber,dont-know-or-refuse,Don't know or refuse,number,Number
,x,x,x,2012,2012,E12000003,Yorkshire and The Humber,bisexual,Bisexual,number,Number
0.9,,c,0.2,2014,2014,E12000003,Yorkshire and The Humber,gay-or-lesbian,Gay or lesbian,percentage,Percentage
3,,b,0.4,2014,2014,E12000003,Yorkshire and The Humber,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
